,PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
1142,Michael Sam,WDE,2009,1177,3,0.8368,Missouri,Hitchcock,TX,29.3482905,-95.0160368,2014,7,249,STL,DE,Missouri
1143,Xavier Rhodes,WR,2009,897,3,0.8525,Florida State,Miami,FL,25.7742658,-80.1936589,2013,1,25,MIN,DB,Florida State
1144,Phillip Thomas,S,2007,1816,2,0.7444,Fresno State,Bakersfield,CA,35.3738712,-119.0194639,2013,4,119,WAS,DB,Fresno State
1145,Brandon Taylor,S,2008,168,4,0.9249,LSU,Franklinton,LA,30.8471283,-90.153141,2012,3,73,SDG,DB,LSU
1146,Michael Williams,TE,2008,208,4,0.9124,Alabama,Reform,AL,33.378451,-88.0153008,2013,7,211,DET,TE,Alabama
1147,Chris Jones,DT,2009,2126,2,0.7444,Bowling Green,Brownsburg,IN,39.8433769,-86.3977736,2013,6,198,HOU,DT,Bowling Green
1148,Aaron Williams,CB,2008,98,4,0.9517,Texas,Austin,TX,30.2711286,-97.7436995,2011,2,34,BUF,DB,Texas
1149,Ryan Murphy,S,2010,1456,3,0.8333,Oregon State,Oakland,CA,37.8044557,-122.2713563,2015,7,248,SEA,DB,Oregon State
1150,Marcus Smith,WDE,2010,593,3,0.8684,Louisville,Columbus,GA,32.4609764,-84.9877094,2014,1,26,PHI,LB,Louisville
1151,Michael Bennett,DT,2011,49,4,0.9736,Ohio State,Dayton,OH,39.7589478,-84.1916069,2015,6,180,JAX,DT,Ohio State
1152,Stedman Bailey,WR,2009,355,3,0.8875,West Virginia,Hollywood,FL,26.0112014,-80.1494901,2013,3,92,STL,WR,West Virginia
1153,Cedric Thompson,CB,2011,2153,2,0.7444,Minnesota,Calipatria,CA,33.1439205,-115.5494557,2015,5,150,MIA,FS,Minnesota
1154,T.J. Jones,WR,2010,87,4,0.9591,Notre Dame,Gainesville,GA,34.2978794,-83.8240663,2014,6,189,DET,WR,Notre Dame
1155,Oday Aboushi,OT,2009,568,3,0.8694,Virginia,Brooklyn,NY,40.6501038,-73.9495823,2013,5,141,NYJ,T,Virginia
1156,Justin Gilbert,ATH,2010,251,4,0.9059,Oklahoma State,Huntsville,TX,30.7235263,-95.5507771,2014,1,8,CLE,DB,Oklahoma State
1157,Marvin Jones,WR,2008,182,4,0.9202,California,Rancho Cucamonga,CA,34.1033192,-117.5751735,2012,5,166,CIN,WR,California
1158,Chris Carter,OLB,2007,848,3,0.8333,Fresno State,Fontana,CA,34.0922335,-117.435048,2011,5,162,PIT,LB,Fresno State
1159,Chris Smith,WDE,2010,641,3,0.8655,Arkansas,Mount Ulla,NC,35.6584725,-80.7267361,2014,5,159,JAX,DE,Arkansas
1160,Chris Givens,RB,2008,1272,3,0.8111,Wake Forest,Wylie,TX,33.0151201,-96.5388789,2012,4,96,STL,WR,Wake Forest
1161,Kyle Fuller,CB,2010,1072,3,0.851,Virginia Tech,Baltimore,MD,39.2908816,-76.610759,2014,1,14,CHI,DB,Virginia Tech
1162,Brandon Thomas,OT,2009,250,4,0.903,Clemson,Roebuck,SC,34.8795683,-81.9662139,2014,3,100,SFO,OL,Clemson
1163,Devin Smith,WR,2011,286,3,0.8895,Ohio State,Massillon,OH,40.7967244,-81.5215093,2015,2,37,NYJ,WR,Ohio State
1164,Jordan Hicks,OLB,2010,7,5,0.9962,Texas,West Chester,OH,40.2336795,-81.3442776,2015,3,84,PHI,OLB,Texas
1165,Austin Johnson,DT,2012,991,3,0.8422,Penn State,Richland,NJ,39.4917828,-74.8707243,2016,2,43,TEN,NT,Penn State
1166,Brandon Thompson,DT,2008,61,4,0.9713,Clemson,Thomasville,GA,30.8365815,-83.9787808,2012,3,93,CIN,DT,Clemson
1167,Sean Porter,OLB,2009,955,3,0.8505,Texas A&M,Schertz,TX,29.5641617,-98.2695702,2013,4,118,CIN,LB,Texas A&M
1168,Ryan Griffin,TE,2008,1666,2,0.7667,Connecticut,Londonderry,NH,42.8650869,-71.3739532,2013,6,201,HOU,TE,Connecticut
1169,Chris Thompson,RB,2009,179,4,0.9197,Florida State,Greenville,FL,30.4694812,-83.6299688,2013,5,154,WAS,RB,Florida State
1170,Malcolm Johnson,WR,2010,691,3,0.8653,Mississippi State,Tuscaloosa,AL,33.2668398,-87.4862182,2015,6,195,CLE,TE,Mississippi State
1171,Duke Williams,ATH,2009,1700,2,0.7889,Nevada,Reno,NV,39.52927,-119.8136744,2013,4,105,BUF,DB,Nevada
1172,Tyler Wilson,PRO,2008,127,4,0.9366,Arkansas,Greenwood,AR,35.2156489,-94.2557663,2013,4,112,OAK,QB,Arkansas
1173,Kenny Bell,ATH,2010,568,3,0.8701,Nebraska,Boulder,CO,40.0149856,-105.2705456,2015,5,162,TAM,WR,Nebraska
1174,Devin Taylor,WDE,2008,1139,3,0.8188,South Carolina,Beaufort,SC,32.4315813,-80.6698286,2013,4,132,DET,DE,South Carolina
1175,Trevardo Williams,SDE,2009,1656,3,0.8,Connecticut,New Milford,CT,41.5867418,-73.41176538,2013,4,124,HOU,DE,Connecticut
1176,Kevin Pierre-Louis,OLB,2010,245,4,0.9101,Boston College,Stamford,CT,41.0534302,-73.5387341,2014,4,132,SEA,LB,Boston College
1177,Corey Robinson,OT,2010,1631,3,0.8227,South Carolina,Havelock,NC,34.8785,-76.9014457,2015,7,240,DET,T,South Carolina
